,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C010,538.1,1078.6,1061.1,1698.9,1151.9,1014.5,778.2,1345.2,819.6,154.4,0.0,720.9,1035.4,699.1,423.3,739.7,459.1,612.9,842.7,1137.8,358.8,864.7,1476.7,409.3,473.9,796.0,550.5,669.0,97.7,609.2,407.4,1927.4,868.5,193.6,266.8,634.1,741.7,1068.4,430.8,795.7,902.3,530.9,214.8,392.7,744.2,587.1,1519.4,151.1,835.4,1110.6,1231.5,1165.4,1489.0,631.3,2052.4,137.4,338.0,320.7,910.7,1421.2,939.9,261.8,833.6,816.1,1060.3,513.5,1341.6,395.3,415.8,409.3,1281.5,1697.1,834.5,601.5,71.0,575.2,987.9,489.1,662.7,285.7,895.2,480.1,972.1,835.8,763.8,1667.3,1096.1,310.4,1252.6,780.9,354.0,1072.1,653.2,774.8,1090.7,270.4,559.0,1114.4,528.8,672.2,692.4,742.4,1644.8,760.2,1221.2,1185.1,758.3,507.3,1020.8,907.5,985.9,229.4,704.9,991.7,252.1,1205.3,356.4,335.5,957.2,895.9,888.3,889.5,1036.2,1658.9,1093.0,1652.2,1291.5,1089.1,697.9,751.8,658.5,1067.5,1063.0,333.8,1084.5,319.7,931.1,662.0,1568.5,1318.7,736.4,444.1,1304.1,1055.0,643.9,892.4,986.2,276.0,931.0,423.0,653.0,419.7,574.8,655.5,1622.2,615.2,1296.5,722.2,1059.3,1663.0,283.0,260.2,2025.4,977.5,763.2,1656.5,1014.1,1137.6,571.1,1034.1,858.0,650.3,1701.3,290.3,1689.0,587.0,1586.5,1403.7,392.8,1101.6,995.7
C011,1000.2,927.7,404.3,2215.1,495.1,806.6,120.1,1906.2,1006.5,672.9,736.5,0.0,478.8,1120.1,459.1,1084.5,1014.7,712.3,847.5,1186.5,990.0,512.3,2037.7,465.3,801.1,459.4,1017.4,1181.7,716.5,1288.8,330.7,2443.6,179.8,615.9,628.0,1346.4,1302.7,454.5,1143.1,515.4,345.7,1187.8,812.2,1048.3,1051.3,908.6,2080.4,863.4,1396.4,1671.6,986.7,1069.0,1111.7,975.8,2568.6,849.7,820.3,960.6,1471.7,1937.4,1091.1,939.2,1394.6,964.9,1260.2,472.7,1857.8,1092.9,913.5,1121.6,1518.7,2213.3,505.2,1104.8,689.8,1017.0,1186.9,474.0,1195.8,998.0,791.2,599.9,1123.3,465.6,1107.4,2183.5,1041.6,709.8,881.2,1341.9,963.1,515.5,1214.2,1335.8,1139.4,667.6,950.0,983.9,892.2,771.6,421.4,1303.4,2161.0,1321.2,1782.2,528.3,1118.7,478.9,770.4,772.9,1034.6,941.7,361.0,534.2,626.4,1034.1,1054.0,896.5,815.9,957.3,1449.3,1039.0,1084.9,2175.1,742.8,2168.4,944.7,686.1,1258.9,1312.8,757.9,668.5,710.5,725.8,1133.2,572.2,250.9,1223.0,2084.7,661.9,514.2,575.0,932.7,398.2,127.4,1041.8,643.0,988.3,885.5,523.3,386.5,1117.3,848.1,1066.7,2138.4,714.6,1812.7,1283.2,1219.4,2179.2,564.5,616.3,2541.6,628.1,1097.7,2217.5,670.3,1007.1,533.2,628.6,718.3,1111.8,2217.5,566.9,2205.2,485.2,2102.7,1964.7,466.2,1150.3,1232.9
C012,923.2,573.7,130.2,1946.7,307.5,452.6,412.6,2208.0,701.7,974.7,1038.3,505.2,0.0,836.3,745.8,813.0,970.2,699.0,1149.3,881.7,1101.1,339.7,2339.5,687.5,924.8,369.3,929.3,929.1,1018.3,984.0,761.4,2175.2,433.0,917.7,929.8,1097.0,1604.5,104.6,1132.9,478.2,155.9,1013.0,1114.0,1063.2,821.8,888.7,2382.2,1150.6,1698.2,1973.4,632.7,715.0,757.7,833.6,2300.2,1136.9,997.0,1034.0,1773.5,1669.0,786.3,1119.5,1696.4,653.9,955.4,701.7,1589.4,1372.2,981.5,1283.2,1213.9,1944.9,392.9,929.5,991.6,898.6,882.1,628.5,912.0,1285.2,527.2,647.8,818.5,240.2,802.6,1915.1,687.6,1011.6,526.1,1643.7,1036.5,36.7,1516.0,1637.6,834.6,971.6,924.3,629.9,884.9,739.1,404.0,1605.2,1892.6,1623.0,2084.0,398.1,813.9,707.9,416.4,418.9,729.8,1168.6,376.6,180.2,928.2,680.1,1355.8,1198.3,461.9,656.1,1751.1,734.2,780.1,1906.7,388.8,1900.0,589.6,332.1,1560.7,1614.6,738.9,303.2,356.5,1027.6,828.4,894.7,268.5,1524.8,1816.3,531.7,511.9,763.9,577.6,246.2,550.4,737.0,380.4,1275.5,574.5,954.0,495.1,1396.6,774.8,825.9,1870.0,701.3,1544.3,1585.0,914.6,1910.8,866.3,918.1,2273.2,274.1,792.9,2519.3,331.4,653.1,574.3,263.3,514.5,887.9,1949.1,868.7,1936.8,614.8,1834.3,2266.5,880.9,845.5,928.1
C013,309.4,681.2,853.5,1172.2,863.8,617.1,1028.1,1957.8,268.1,838.6,711.1,1110.1,834.9,0.0,702.5,227.0,299.4,630.0,1153.2,651.7,470.1,805.3,2089.3,688.5,360.0,780.9,289.9,225.0,791.0,234.6,884.4,1400.7,1061.0,826.5,960.1,347.6,1354.3,827.9,358.4,659.0,879.8,238.5,908.1,368.6,244.5,286.3,2132.0,810.6,1448.0,1723.2,834.1,679.3,1002.9,184.7,1525.7,796.9,475.4,403.0,1523.3,894.5,373.5,488.5,1446.2,542.2,579.9,792.7,814.9,803.4,338.5,527.7,801.1,1170.4,766.1,258.7,764.3,212.5,362.3,768.3,137.5,945.2,497.8,647.7,405.7,809.4,251.1,1140.6,610.0,1003.7,847.2,1393.5,405.5,871.6,1265.8,1387.4,604.6,963.7,207.4,675.6,269.5,700.7,766.5,1355.0,1118.1,1372.8,1833.8,973.7,175.8,786.5,623.4,502.1,499.8,537.6,856.2,789.9,854.8,719.2,874.4,1028.8,559.8,490.1,1500.9,262.3,550.1,1132.2,687.6,1125.5,894.1,696.5,1310.5,1364.4,700.5,735.0,657.6,1027.1,598.4,952.3,992.4,1274.6,1041.8,1107.3,630.8,723.3,898.7,952.4,1028.0,270.5,718.8,910.2,497.5,1111.2,844.2,827.8,517.1,157.4,1095.5,689.4,769.8,1334.8,501.8,1136.3,915.9,906.0,1498.7,572.1,124.2,2269.1,643.7,683.9,766.3,701.6,465.1,183.8,1174.6,922.8,1162.3,852.6,1059.8,2016.3,938.5,615.5,515.3
C014,595.2,815.3,793.8,1810.1,874.0,751.2,482.9,1616.7,853.1,383.4,430.6,426.5,737.5,715.1,0.0,679.5,609.7,441.6,558.0,1033.1,585.0,542.4,1748.2,60.3,396.1,473.0,612.4,776.7,427.0,887.9,263.1,2038.6,574.1,326.4,338.5,962.4,1013.2,770.5,777.3,480.3,615.7,782.8,522.7,643.3,646.3,503.6,1790.9,521.5,1106.9,1382.1,968.2,1050.5,1176.7,570.8,2163.6,507.8,415.3,555.6,1182.2,1532.4,937.7,534.2,1105.1,701.8,1104.8,109.1,1452.8,754.5,508.5,755.8,1326.0,1808.3,512.2,699.8,400.3,612.0,927.7,140.1,790.8,656.1,631.9,235.0,969.9,544.3,703.6,1778.5,991.4,420.3,952.4,1052.4,558.1,774.2,924.7,1046.3,986.0,380.3,545.0,851.1,487.2,500.9,362.3,1013.9,1756.0,1031.7,1492.7,917.8,739.4,102.9,757.5,644.2,881.2,575.9,443.4,669.4,336.9,1015.6,726.8,607.0,693.9,758.0,1159.8,834.2,931.5,1770.1,823.5,1763.4,1015.9,766.8,969.4,1023.3,487.2,745.2,791.2,436.3,979.8,303.4,645.2,933.5,1679.7,1051.4,425.8,170.0,1003.9,787.7,344.4,847.3,663.9,646.4,667.7,462.3,320.2,778.9,468.4,661.7,1733.4,443.9,1407.7,993.7,1066.0,1774.2,275.0,326.8,2136.6,708.8,777.5,1928.0,703.5,874.3,260.5,711.8,570.4,706.8,1812.5,277.4,1800.2,238.0,1697.7,1675.2,289.6,996.9,1040.2
C015,325.0,657.4,829.7,1340.5,840.0,593.3,1004.3,1973.4,232.1,819.4,726.7,1059.6,811.1,230.1,652.0,0.0,335.0,554.0,1106.8,627.9,485.7,781.5,2104.9,638.0,375.6,757.1,302.1,324.6,806.6,402.9,838.0,1569.0,1037.2,807.3,941.0,515.9,1369.9,804.1,526.7,635.2,856.0,406.8,923.7,430.3,165.3,232.2,2147.6,826.2,1463.6,1738.8,810.3,655.5,979.1,108.7,1694.0,812.5,491.0,418.6,1538.9,1062.8,337.5,504.1,1461.8,486.0,543.9,742.2,983.2,819.0,354.1,675.3,765.1,1338.7,742.3,294.3,779.9,228.1,296.7,717.8,305.8,960.8,474.0,597.2,369.7,785.6,36.2,1308.9,586.2,1019.3,823.4,1409.1,421.1,847.8,1281.4,1403.0,580.8,979.3,223.0,651.8,285.1,676.9,742.7,1370.6,1286.4,1388.4,1849.4,949.9,69.1,736.0,599.6,478.3,476.0,553.2,832.4,766.1,822.2,695.4,890.0,1044.4,536.0,493.5,1516.5,203.2,526.3,1300.5,663.8,1293.8,870.3,672.7,1326.1,1380.0,676.7,711.2,633.8,1038.8,574.6,905.9,968.6,1290.2,1210.1,1083.5,607.0,672.8,874.9,928.6,977.5,216.3,695.0,925.8,473.7,1064.8,797.7,843.4,446.3,193.0,1263.8,655.6,938.1,1350.4,465.8,1304.6,877.5,886.8,1667.0,548.3,260.0,2284.7,619.9,660.1,715.8,677.8,441.3,278.3,1342.9,879.9,1330.6,802.1,1228.1,2031.9,892.1,591.7,479.3
C016,112.5,796.5,968.8,1351.2,979.1,732.4,1024.6,1700.8,446.8,581.6,454.1,1015.9,950.2,292.1,608.3,323.4,0.0,552.4,1023.5,765.0,213.1,920.6,1832.3,594.3,280.2,896.2,123.4,215.9,534.0,424.9,754.7,1579.7,1093.4,569.5,703.1,454.7,1097.3,943.2,292.3,774.3,995.1,199.0,651.1,127.9,327.0,206.5,1875.0,553.6,1191.0,1466.2,949.4,792.6,1116.2,220.3,1704.7,539.9,240.2,146.0,1266.3,1073.5,567.1,231.5,1189.2,549.5,687.5,698.5,993.9,546.4,154.0,342.2,908.7,1349.4,881.4,145.2,507.3,122.3,560.2,674.1,280.1,688.2,613.1,567.9,599.3,924.7,347.5,1319.6,723.3,746.7,962.5,1136.5,148.5,986.9,1008.8,1130.4,717.9,706.7,148.0,788.9,189.7,711.0,807.8,1098.0,1297.1,1115.8,1576.8,1089.0,330.6,692.3,738.7,617.4,613.1,280.6,920.0,905.2,612.0,832.5,617.4,771.8,675.1,523.1,1243.9,460.2,663.4,1311.2,802.9,1304.5,1009.4,811.8,1053.5,1107.4,697.3,850.3,772.9,770.1,711.7,695.6,1102.5,1017.6,1220.8,1222.6,746.1,629.1,1014.0,1067.7,933.8,468.4,834.1,653.2,612.8,854.5,768.4,570.8,437.3,196.4,1274.5,654.0,948.8,1077.8,686.5,1315.3,658.9,649.0,1677.7,687.4,354.5,2012.1,759.0,797.2,686.5,816.9,580.4,191.2,1353.6,667.0,1341.3,772.0,1238.8,1759.3,776.1,728.8,622.9
C017,501.4,630.4,763.1,1716.3,821.0,566.3,592.1,1920.9,531.8,653.6,593.5,710.4,706.8,621.3,435.3,550.7,550.3,0.0,933.9,848.2,568.4,511.7,2052.4,400.6,302.3,443.0,518.6,682.9,673.4,794.1,665.1,1944.8,625.0,641.5,754.9,907.1,1317.4,739.8,775.1,420.7,585.0,731.5,790.5,632.4,514.8,398.8,2095.1,684.4,1411.1,1686.3,783.3,865.6,1133.1,442.0,2069.8,670.7,398.5,504.3,1486.4,1438.6,652.1,586.0,1409.3,344.5,772.5,461.7,1359.0,828.5,457.2,792.5,993.7,1714.5,481.5,606.0,646.7,505.7,769.8,397.2,697.0,819.0,447.0,266.6,684.3,513.6,574.8,1684.7,806.5,836.7,804.4,1356.6,506.8,743.5,1228.9,1350.5,801.1,796.7,451.2,666.2,393.4,224.0,339.4,1318.1,1662.2,1335.9,1796.9,887.1,610.6,455.5,572.6,459.3,696.3,638.9,451.6,638.7,656.4,830.7,855.8,911.2,509.0,573.1,1464.0,601.8,746.6,1676.3,644.8,1669.6,843.3,653.7,1273.6,1327.5,210.3,692.2,614.8,852.7,794.9,719.8,634.1,1237.7,1585.9,1020.7,349.7,450.8,855.9,757.0,647.9,604.6,616.8,809.3,456.7,878.7,354.8,852.9,189.0,567.9,1639.6,167.0,1313.9,1297.9,771.5,1680.4,691.4,721.0,2042.8,529.3,683.7,2232.2,600.9,689.4,235.8,658.8,409.8,613.0,1718.7,693.8,1706.4,380.3,1603.9,1979.4,706.0,812.0,707.9
C018,690.0,949.7,808.0,1904.9,898.8,885.6,525.1,1553.5,966.8,320.2,383.8,467.8,782.3,809.9,214.8,792.0,680.2,576.0,0.0,1167.5,662.3,632.2,1685.0,193.3,490.9,556.2,707.2,871.5,363.8,968.8,153.1,2133.4,615.4,263.2,275.3,993.7,950.0,815.3,790.4,612.2,649.2,853.3,459.5,720.6,758.8,616.1,1727.7,510.7,1043.7,1318.9,1102.6,1184.9,1260.5,683.3,2258.4,497.0,485.8,626.1,1119.0,1627.2,1072.1,611.5,1041.9,822.2,1207.5,291.2,1547.6,740.2,579.0,768.9,1428.7,1903.1,602.0,789.4,337.1,706.8,1040.2,273.1,885.6,645.3,766.3,369.4,1104.3,582.7,816.1,1873.3,1125.8,357.1,1036.2,989.2,628.6,819.0,861.5,983.1,1120.4,317.1,639.8,985.5,582.0,635.3,495.3,950.7,1850.8,968.5,1429.5,932.0,839.1,285.0,891.9,778.6,1015.6,589.0,451.8,753.2,273.7,1150.0,701.3,543.8,828.3,892.4,1096.6,946.7,1065.9,1864.9,907.3,1858.2,1099.7,850.6,906.2,960.1,621.6,829.0,875.0,373.1,1114.2,240.2,678.0,870.3,1774.5,1065.6,560.2,310.4,1087.7,801.9,390.8,959.8,753.7,635.6,802.1,399.1,453.2,764.6,580.9,756.5,1828.2,578.3,1502.5,930.5,1200.4,1869.0,211.8,263.6,2231.4,792.6,872.3,1864.8,787.4,1008.7,394.9,795.6,704.8,801.6,1907.3,214.2,1895.0,371.0,1792.5,1612.0,226.4,1131.3,1142.9
C019,751.5,595.9,984.1,1775.2,994.4,669.2,1158.7,2417.1,592.8,1297.9,1170.4,1277.2,965.5,726.8,1110.7,647.6,798.5,901.3,1615.3,0.0,929.4,935.9,2548.6,1076.0,831.3,911.5,757.6,757.4,1250.3,861.4,1346.5,2003.7,1191.6,1285.8,1419.4,974.4,1813.6,958.5,984.9,789.6,1010.4,846.5,1367.4,891.5,650.1,757.6,2591.3,1269.9,1907.3,2182.5,707.3,537.2,860.8,661.9,2128.7,1256.2,932.8,862.3,1982.6,1497.5,681.8,947.8,1905.5,665.9,405.7,1137.1,1417.9,1262.7,809.8,1111.5,774.1,1773.4,896.7,757.8,1223.6,726.9,777.6,1072.6,785.3,1404.5,549.9,957.1,640.7,940.0,630.9,1743.6,467.9,1463.0,833.7,1852.8,864.8,1002.2,1725.1,1846.7,47.1,1423.0,752.6,550.9,740.8,830.5,897.1,1814.3,1721.1,1832.1,2293.1,1104.3,709.4,1130.9,675.5,632.7,375.1,996.9,986.8,920.5,1306.7,577.1,1333.7,1488.1,611.9,373.0,1960.2,629.7,390.4,1735.2,818.2,1728.5,759.1,827.1,1769.8,1823.7,830.3,865.6,742.1,1486.4,438.7,1395.2,1123.0,1733.9,1644.8,1237.9,761.4,1126.2,834.3,1083.0,1214.5,632.5,849.4,1369.5,589.2,1554.1,974.8,1287.1,864.2,654.2,1698.5,819.2,1372.8,1794.1,613.5,1739.3,1366.8,1365.3,2101.7,702.7,688.4,2728.4,774.3,559.2,911.2,832.2,595.7,716.2,1777.6,1369.2,1765.3,1055.7,1662.8,2475.6,1381.4,36.2,488.3
C020,298.8,930.0,1102.3,1519.0,1112.6,865.9,1016.8,1593.9,580.3,476.9,351.4,960.4,1083.7,470.6,552.8,500.4,219.8,573.6,972.2,898.5,0.0,993.2,1725.4,538.8,299.3,924.5,311.2,429.7,431.3,484.7,687.7,1747.5,1091.4,466.5,600.4,505.2,990.4,1076.7,341.9,907.8,1066.5,312.6,548.4,171.3,504.9,347.8,1768.1,450.9,1084.1,1359.3,1082.9,926.1,1249.7,392.0,1872.5,437.2,203.9,81.4,1159.4,1241.3,700.6,102.4,1082.3,669.8,821.0,643.0,1161.7,439.5,176.5,359.3,1042.2,1517.2,963.0,362.2,404.6,335.9,748.6,618.6,444.4,585.5,746.6,581.0,732.8,995.1,524.5,1487.4,856.8,644.0,1096.0,1029.6,114.7,1120.4,901.9,1023.5,851.4,604.0,319.7,922.4,289.5,732.2,820.9,991.1,1464.9,1008.9,1469.9,1222.5,519.0,636.8,872.2,750.9,746.6,183.4,921.9,1038.7,529.8,966.0,510.5,669.1,808.6,656.6,1137.0,650.2,796.9,1479.0,936.4,1472.3,1142.9,945.3,946.6,1000.5,718.5,983.8,906.4,667.4,845.2,592.6,1115.6,910.7,1388.6,1356.1,839.4,573.6,1147.5,1201.2,878.3,653.1,967.6,546.3,746.3,751.5,781.5,463.9,514.9,416.2,1442.3,675.2,1116.6,970.9,820.0,1483.1,555.9,546.0,1845.5,820.9,523.9,1905.2,892.5,930.7,699.6,950.4,713.9,411.0,1521.4,564.0,1509.1,716.5,1406.6,1652.4,673.1,862.3,756.4
C021,920.4,561.2,394.7,1943.9,472.6,450.0,440.5,2048.8,698.9,815.5,860.6,538.2,336.1,833.5,546.7,810.2,967.4,499.9,990.1,878.9,988.7,0.0,2180.3,488.4,725.7,170.2,926.5,926.3,859.1,981.2,707.2,2172.4,463.8,758.5,770.6,1094.2,1445.3,369.1,1130.1,209.5,240.0,1010.2,954.8,1060.4,819.0,832.3,2223.0,951.5,1539.0,1814.2,666.0,748.3,775.3,830.8,2297.4,937.8,797.9,935.1,1614.3,1666.2,783.5,952.8,1537.2,651.1,952.6,502.6,1586.6,1173.1,888.0,1174.4,1211.1,1942.1,124.4,926.7,832.4,895.8,879.3,429.4,909.2,1086.1,487.4,448.7,815.7,139.1,799.8,1912.3,720.9,852.4,551.0,1484.5,937.6,372.8,1356.8,1478.4,831.8,812.4,874.6,597.0,816.8,559.2,204.9,1446.0,1889.8,1463.8,1924.8,582.5,811.1,508.8,449.0,363.9,727.0,994.5,239.6,268.0,769.0,713.4,1156.8,1039.1,419.2,653.3,1591.9,731.4,777.3,1903.9,422.1,1897.2,614.5,365.4,1401.5,1455.4,545.5,343.8,389.8,868.4,825.6,735.5,301.5,1365.6,1813.5,716.1,265.1,564.8,602.5,510.7,536.4,734.2,200.8,1076.4,571.7,894.4,296.0,1197.5,635.7,823.1,1867.2,502.2,1541.5,1425.8,911.8,1908.0,707.1,758.9,2270.4,307.4,790.1,2360.1,302.7,620.2,375.2,310.4,415.7,885.1,1946.3,709.5,1934.0,415.7,1831.5,2107.3,721.7,842.7,925.3
C022,1912.1,2543.3,2346.9,1901.2,2437.7,2479.2,2064.0,544.3,2193.6,1538.7,1533.7,2006.7,2321.2,2073.1,1792.1,2113.7,1833.1,2112.3,2121.6,2511.8,1727.4,2171.1,0.0,1798.3,1891.2,2095.1,1924.5,2043.0,1513.7,1983.2,1693.2,2894.9,2154.3,1479.4,1501.6,2008.1,1045.5,2354.2,1798.4,2151.1,2188.1,1904.9,1508.0,1766.7,2118.2,1961.1,718.5,1497.6,1340.1,1615.3,2690.1,2539.4,2799.4,2005.3,3019.9,1511.3,1743.8,1694.7,954.8,2466.0,2313.9,1631.2,988.0,2283.1,2434.3,1830.1,2393.6,1527.4,1789.8,1636.7,2655.5,2734.3,2140.9,1975.5,1487.0,1949.2,2361.9,1878.1,2036.7,1680.2,2359.9,1973.0,2346.1,2121.6,2137.8,2704.5,2470.1,1518.4,2575.1,1084.7,1728.0,2357.9,1157.9,1078.6,2464.7,1512.6,1933.0,2535.7,1902.8,2181.7,2058.7,1247.1,2682.0,1003.3,420.3,2470.9,2132.3,1823.9,2473.8,2364.2,2359.9,1584.6,1990.7,2292.1,1537.9,2579.3,1488.5,1331.0,2421.9,2269.9,1147.7,2263.5,2410.2,2696.1,2446.2,2689.4,2638.6,2389.5,1202.6,1055.6,2168.0,2367.9,2413.9,1411.5,2458.5,1565.9,2216.9,885.0,1966.4,2604.5,2151.5,1908.0,2626.6,2340.8,1929.7,2266.4,2292.6,1424.8,2359.6,1657.8,2019.8,1551.8,2056.1,2029.5,1883.4,2124.7,2670.5,1226.9,2433.3,2700.2,1565.5,1546.0,2992.9,2331.5,2137.2,855.6,2326.3,2544.0,1998.5,2334.5,2308.4,2024.3,1898.8,1576.1,2656.5,1976.0,1954.7,451.9,1664.3,2475.6,2369.7
C023,572.6,775.5,733.5,1787.5,813.7,711.4,479.3,1656.1,813.3,422.8,408.0,465.9,677.2,692.5,58.3,656.9,587.1,401.8,561.5,993.3,562.4,482.1,1787.6,0.0,373.5,412.7,589.8,754.1,466.4,865.3,292.7,2016.0,552.6,365.8,377.9,939.8,1052.6,710.2,754.7,420.0,555.4,760.2,562.1,620.7,623.7,481.0,1830.3,498.9,1146.3,1421.5,928.4,1010.7,1116.4,548.2,2141.0,485.2,392.7,533.0,1221.6,1509.8,897.9,511.6,1144.5,662.0,1067.0,108.4,1430.2,731.9,485.9,733.2,1303.4,1785.7,451.9,677.2,439.7,589.4,905.1,79.8,768.2,633.5,592.1,195.2,930.1,484.0,681.0,1755.9,951.6,459.7,892.1,1091.8,535.5,713.9,964.1,1085.7,946.2,419.7,522.4,811.3,464.6,461.1,302.0,1053.3,1733.4,1071.1,1532.1,857.5,716.8,102.2,717.7,604.4,841.4,553.3,383.1,609.1,376.3,975.8,704.2,646.4,654.1,718.2,1199.2,811.6,891.7,1747.5,763.2,1740.8,955.6,706.5,1008.8,1062.7,447.4,684.9,730.9,475.7,940.0,342.8,604.5,972.9,1657.1,991.1,376.5,126.4,943.6,727.4,383.8,824.7,603.6,623.8,627.9,501.7,259.9,756.3,445.8,639.1,1710.8,404.1,1385.1,1033.1,1026.2,1751.6,314.4,366.2,2114.0,648.5,754.9,1967.4,643.8,834.5,220.7,651.5,530.6,684.2,1789.9,316.8,1777.6,177.7,1675.1,1714.6,329.0,957.1,1017.6
C024,242.8,822.2,996.5,1457.7,1006.8,743.4,791.8,1754.0,520.1,533.8,473.7,797.5,942.4,362.7,389.9,373.3,291.7,341.6,830.3,838.3,326.2,747.3,1885.5,375.9,0.0,678.6,260.0,424.3,553.6,535.5,561.5,1686.2,860.6,521.7,664.5,648.5,1150.5,970.9,529.9,678.3,820.6,486.3,670.7,387.2,377.8,196.8,1928.2,564.6,1244.2,1519.4,975.1,865.9,1189.5,264.9,1811.2,550.9,169.6,259.1,1319.5,1180.0,640.4,344.6,1242.4,505.9,760.8,480.1,1100.4,599.6,219.4,547.3,982.0,1455.9,717.1,347.4,526.9,259.6,621.5,455.7,438.4,699.2,639.1,335.1,672.6,749.2,397.4,1426.1,796.6,746.3,990.2,1189.7,261.6,979.1,1062.0,1183.6,791.2,706.3,192.6,858.0,134.8,500.2,575.0,1151.2,1403.6,1169.0,1630.0,1116.7,391.9,473.9,764.4,645.1,686.4,393.7,687.2,874.3,536.6,905.8,657.4,791.4,700.8,596.4,1297.1,528.0,736.7,1417.7,830.6,1411.0,1035.1,839.5,1106.7,1160.6,486.5,878.0,800.6,762.3,785.0,629.4,869.7,1070.8,1327.3,1250.3,611.0,410.7,1041.7,992.6,715.4,539.0,861.8,689.5,649.5,788.3,535.6,624.0,285.4,309.3,1381.0,443.2,1055.3,1131.0,759.8,1421.8,601.0,601.2,1784.2,715.1,425.1,2065.3,786.7,870.5,453.7,844.6,623.4,354.4,1460.1,603.4,1447.8,540.0,1345.3,1812.5,615.6,802.1,696.2
C025,846.5,549.1,429.5,1931.8,507.4,437.9,362.2,1970.7,686.8,737.4,782.3,470.0,370.9,821.4,468.4,798.1,895.4,421.6,912.0,866.8,910.4,148.7,2102.2,410.1,647.4,0.0,863.7,914.2,781.0,969.1,629.1,2160.3,385.5,680.4,692.5,1082.1,1367.2,403.9,1117.6,200.3,249.1,998.1,876.7,983.6,806.9,754.0,2144.9,873.2,1460.9,1736.1,669.8,752.1,810.1,803.4,2285.3,859.5,719.6,856.8,1536.2,1654.1,771.4,874.5,1459.1,639.0,940.5,424.3,1574.5,1094.8,809.7,1096.1,1199.0,1930.0,83.7,914.6,754.3,863.3,867.2,351.1,897.1,1007.8,475.3,370.4,803.6,177.7,787.7,1900.2,724.7,774.3,585.8,1406.4,859.3,407.6,1278.7,1400.3,819.7,734.3,796.3,584.9,738.5,480.9,126.6,1367.9,1877.7,1385.7,1846.7,614.7,799.0,430.5,436.9,351.8,714.9,916.2,161.5,302.8,690.9,717.2,1078.5,961.0,407.1,641.2,1513.8,719.3,765.2,1891.8,456.9,1885.1,649.3,400.2,1323.4,1377.3,467.2,378.6,424.6,790.3,813.5,657.4,304.6,1287.5,1801.4,748.3,234.5,486.5,637.3,484.6,458.1,722.1,235.4,998.1,559.6,816.3,217.7,1119.2,557.4,811.0,1855.1,423.9,1529.4,1347.7,899.7,1895.9,629.0,680.8,2258.3,342.2,778.0,2282.0,337.5,608.1,296.9,345.2,405.7,873.0,1934.2,631.4,1921.9,337.4,1819.4,2029.2,643.6,830.6,913.2
